appid,0,1,2,3,4,5,6,7
291410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291550,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
291650,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291860,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292030,5.0,5.0,5.0,0.0,0.0,2.0,0.0,5.0
292120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292370,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292380,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0
292410,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
292570,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292620,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
292630,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
292730,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
292910,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0
293180,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
293320,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
293780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294020,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
294040,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
294100,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
294230,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
294440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294750,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
294810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294860,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
295690,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
295790,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
295930,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
296070,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
296490,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296770,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
296830,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
296910,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
296970,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
297020,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0
297130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
298260,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
298600,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
298630,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
299260,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
299360,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
299460,0.0,0.0,5.0,3.0,5.0,4.0,0.0,0.0
299720,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
299740,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
300220,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
300550,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0
300570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300580,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
301190,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
301200,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
301520,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
301640,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0
301750,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0
301970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
302310,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
302510,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
302710,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
303210,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303390,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0
303720,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
304050,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
304390,0.0,3.0,0.0,2.0,5.0,4.0,0.0,0.0
304410,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304430,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
304460,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
304650,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304930,1.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0
305620,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
306040,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
306350,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
306410,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
307070,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
307170,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
307230,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
307590,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
307690,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
307780,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
307880,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
308000,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
308040,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0
308420,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308600,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
310560,0.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0
310700,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
310740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
310950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311210,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0
311250,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
311340,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311560,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
311690,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
311860,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0
312610,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
312840,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
312990,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0
313010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
313020,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
313080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
313140,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
313400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
313740,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0
313830,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
314010,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
314020,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
314250,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
314280,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
314830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
315060,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
315070,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
315110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
315430,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
315810,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
316010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
316600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
316790,1.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
316840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
317250,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
317300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
317710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
318100,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
318220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
318530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
318600,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
319180,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
319630,5.0,5.0,5.0,2.0,5.0,4.0,0.0,5.0
319830,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
319910,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
319970,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
320150,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
320240,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
321150,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
321260,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
321360,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
321400,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
321480,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321870,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
322170,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
322290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
322330,2.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0
322500,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
323060,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
323190,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
323320,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
323380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
323490,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
323580,0.0,0.0,3.0,2.0,4.0,4.0,0.0,0.0
323720,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
323850,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
325120,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
325370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
325610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
326120,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
326460,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
326480,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
326520,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326670,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
326730,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
326950,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
327030,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
327140,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327510,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
327560,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
327890,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0
328680,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
328760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
329000,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0
329380,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
329490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
330180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
330270,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
330350,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
330820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
331470,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
331790,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0
331870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
332200,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332480,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
332790,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
333220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
333600,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
334070,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
334210,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
334230,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
334300,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
335240,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
335300,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
336200,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
336280,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
336420,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
337000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
337150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
337320,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
337420,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
338530,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
339200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
339470,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
339610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
339800,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0
340070,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
340220,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
340300,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
340310,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
340320,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
340730,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
341120,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
341160,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
341310,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
341500,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
341530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
341780,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
341800,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
342180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342380,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
342580,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
343100,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
343270,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
343360,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
343710,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
343800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
343860,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344130,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
344300,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
344770,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
344850,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
345180,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
345220,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0
345820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
346010,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
346180,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
346500,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
346630,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
346900,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
346950,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
347160,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
347430,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
347560,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
347620,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
348250,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348870,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
348950,0.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0
349220,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
349500,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
349790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
350810,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
351030,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
351150,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
351250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
351340,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
351470,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
351490,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
351640,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
351920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
351940,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
351970,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
353270,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
353550,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
353640,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
354240,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0
354920,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
355240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
355430,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
355790,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
356050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
356520,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
356570,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
356670,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
357190,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357200,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
357290,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
357780,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
357900,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
358080,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
358650,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
358750,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
358830,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
359310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
359320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359390,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
359550,0.0,2.0,5.0,0.0,2.0,0.0,5.0,5.0
359580,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
359870,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360010,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
360150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
360380,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
360620,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
360640,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
360650,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
360890,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
360970,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
361190,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
361420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
361600,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
361630,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
361990,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
362610,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
362890,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
362960,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363490,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
363610,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
363890,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
363970,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
364050,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0
364230,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
364690,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
365300,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
365450,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0
365770,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
366760,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
367520,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
367580,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
368160,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
368230,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
368360,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
368370,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
368500,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
368710,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
368730,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0
368990,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
370090,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
370360,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
370510,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
370910,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
371390,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
371460,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
371570,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
371670,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
372490,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
372750,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
373420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373770,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
374040,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
374320,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0
374830,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
374900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
375010,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
375200,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
375460,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
375510,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
375520,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
375820,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
375910,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376920,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
377160,4.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0
377290,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
377310,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
377330,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
377680,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
